상품명,스팩목록,가격
삼성전자 비스포크 제트 VS20A957E3N,"핸디스틱청소기/무선/흡입전용/흡입력: 11,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/싸이클론흡입/DC모터/헤파필터/[배터리] 사용시간: 42분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/크기(가로x세로x깊이): 243x1100x205mm",933000
다이슨 디지털 슬림 서브마린,"핸디스틱청소기/무선/흡입전용/흡입력: 11,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/싸이클론흡입/DC모터/헤파필터/[배터리] 사용시간: 42분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/크기(가로x세로x깊이): 243x1100x205mm",411930
보랄 더 데일리 BR-S300VC,스틱청소기/무선/흡입+물걸레(교체)/스테이션: 스탠드거치/싸이클론흡입/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/물걸레: 포함/[색상/크기] 무게: 3.6kg/크기(가로x세로x깊이): 257x677x187mm,176500
신일전자 SVC-PB195BUP,스틱청소기/무선/흡입+물걸레(교체)/스테이션: 스탠드거치/싸이클론흡입/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/물걸레: 포함/[색상/크기] 무게: 3.6kg/크기(가로x세로x깊이): 257x677x187mm,748000
삼성전자 비스포크 제트 AI VS30D973ISG,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 산토리니베이지/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",107990
쿠쿠전자 파워클론 하이퍼 CVC-HE0710EG,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/고온/[색상/크기] 색상: 산토리니베이지/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",55890
도어스코리아 홈리아 더스트제로 클린스테이션 HA-220BL-CST,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 280W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간20분(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/[색상/크기] 색상: 새틴블랙/크기(가로x세로x깊이): 250x942x243mm/출시가: 1,794,900원",96500
루민 rominvc77,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 280W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간20분(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/[색상/크기] 색상: 새틴블랙/크기(가로x세로x깊이): 250x942x243mm/출시가: 1,794,900원",99900
바우아토 프로제트 D-B-0702,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 140W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/싸이클론흡입/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3.1kg/크기(가로x세로x깊이): 260x1168x240mm",136500
비브르 스톰파워 V25000,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 140W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/싸이클론흡입/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3.1kg/크기(가로x세로x깊이): 260x1168x240mm",261700
삼성전자 비스포크 제트 VS20B956AXE,"핸디스틱청소기/무선/흡입전용/흡입력: 25,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/BLDC모터/[배터리] 사용시간: 32분(최대)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 무게: 1.6kg/크기(가로x세로x깊이): 244x1110x150mm",389990
아이룸 퓨리타워 ET10,"핸디스틱청소기/무선/흡입전용/흡입력: 25,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/BLDC모터/[배터리] 사용시간: 32분(최대)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 무게: 1.6kg/크기(가로x세로x깊이): 244x1110x150mm",381640
로보락 F25 RT,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 260W/스테이션: 충전, 스탠드거치/싸이클론흡입/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.5kg/크기(가로x세로x깊이): 250x1120x260mm/출시가: 895,000원",399000
88그로스 욕실청소기 BPLD01,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 260W/스테이션: 충전, 스탠드거치/싸이클론흡입/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.5kg/크기(가로x세로x깊이): 250x1120x260mm/출시가: 895,000원",109000
LG전자 오브제컬렉션 코드제로 A9S AX948BHE,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 255W(45,000Pa)/스테이션: 벽걸이거치/AI청소/LED라이트/싸이클론흡입/먼지감지센서/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 1시간5분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.7kg/정전기방지패드",179000
YLW6305D,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 255W(45,000Pa)/스테이션: 벽걸이거치/AI청소/LED라이트/싸이클론흡입/먼지감지센서/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 1시간5분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.7kg/정전기방지패드",125900
블랙앤데커 PV1820BK,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 150W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 1.97kg/크기(가로x세로x깊이): 251x1026x242mm",1225500
신일전자 더쎈 SVC-ECO150,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 150W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 1.97kg/크기(가로x세로x깊이): 251x1026x242mm",778960
네오메타 NEO-160VC,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 260W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/싸이클론흡입/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.5kg/크기(가로x세로x깊이): 250x1120x260mm/출시가: 1,295,000원",800440
LG전자 오브제컬렉션 코드제로 A9S AX927BHE,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 260W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/싸이클론흡입/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.5kg/크기(가로x세로x깊이): 250x1120x260mm/출시가: 1,295,000원",434210
드리미 H12 Pro FlexReach,"핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/먼지필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 펫브러쉬, 틈새브러쉬/[색상/크기] 색상: 아이보리/무게: 1.5kg/크기(가로x세로x깊이): 228x1069x206mm",106450
다이슨 V12 오리진 플러피,"핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/먼지필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 펫브러쉬, 틈새브러쉬/[색상/크기] 색상: 아이보리/무게: 1.5kg/크기(가로x세로x깊이): 228x1069x206mm",103130
렉스퀸 모어 클린 LXQV-6000,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 250W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 새틴베이지/크기(가로x세로x깊이): 250x942x243mm/출시가: 1,449,000원",860000
테팔 엑스퍼트 7.60 TY6A13KO,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 250W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 새틴베이지/크기(가로x세로x깊이): 250x942x243mm/출시가: 1,449,000원",269220
삼성전자 비스포크 제트 VS20B956AXG,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 100W(22,000Pa)/스테이션: 충전, 스탠드거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트+그레이/무게: 1.9kg/크기(가로x세로x깊이): 240x1088x250mm",175824
샤오미 미홀 M33,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 100W(22,000Pa)/스테이션: 충전, 스탠드거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트+그레이/무게: 1.9kg/크기(가로x세로x깊이): 240x1088x250mm",39900
삼성전자 비스포크 슬림 VS15A680AEW,"핸디스틱청소기/무선/흡입전용/흡입력: 20,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2L/BLDC모터/[배터리] 사용시간: 35분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 1.8kg/크기(가로x세로x깊이): 235x1080x135mm",29800
샤크닌자 샤크 에보 파워 시스템 FIT+ LC150KRBL,"핸디스틱청소기/무선/흡입전용/흡입력: 20,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2L/BLDC모터/[배터리] 사용시간: 35분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 1.8kg/크기(가로x세로x깊이): 235x1080x135mm",138000
다이슨 V12 디텍트 슬림 컴플리트,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.5L/LED라이트/싸이클론흡입/워셔블먼지필터/[배터리] 사용시간: 1시간5분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 그레이/실버",168000
로보락 F25 Ace Combo,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.5L/LED라이트/싸이클론흡입/워셔블먼지필터/[배터리] 사용시간: 1시간5분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 그레이/실버",167800
일렉트로룩스 WELL Q7 WQ71-2OIB,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/AI청소/LED라이트/오토스탑앤고/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(2개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔브러쉬, 틈새브러쉬/물걸레: 포함/스팀/[색상/크기] 색상: 크림스카이/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",277353
일렉트로룩스 얼티밋홈 800 EFP81835S,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/AI청소/LED라이트/오토스탑앤고/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(2개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔브러쉬, 틈새브러쉬/물걸레: 포함/스팀/[색상/크기] 색상: 크림스카이/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",703790
디월스 큐티 오리 데스크탑 진공청소기 C503,"핸디스틱청소기/무선/흡입전용/흡입력: 140W/스테이션: 벽걸이거치/[배터리] 사용시간: 60분(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 무게: 1.64kg/모터: 120,000RPM",162400
삼성전자 비스포크 제트 AI VS90F40CSK,"핸디스틱청소기/무선/흡입전용/흡입력: 140W/스테이션: 벽걸이거치/[배터리] 사용시간: 60분(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 무게: 1.64kg/모터: 120,000RPM",197000
한경희생활과학 클린타워 HCV-B400 PRO,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/먼지감지센서/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 50분(최대)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 펫브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 모브그레이/무게: 2kg/크기(가로x세로x깊이): 258x1040x114mm",398000
